year,ahe,bachelor,female,age,const
2015.0,16.826923,0.0,0.0,30.0,1
2015.0,11.0,0.0,0.0,30.0,1
2015.0,9.615385,0.0,1.0,26.0,1
2015.0,30.76923,1.0,0.0,32.0,1
2015.0,16.153847,0.0,0.0,32.0,1
2015.0,14.676113,0.0,1.0,34.0,1
2015.0,48.076923,0.0,1.0,32.0,1
2015.0,13.461538,0.0,0.0,30.0,1
2015.0,14.285714,0.0,0.0,32.0,1
2015.0,23.076923,1.0,1.0,27.0,1
2015.0,24.038462,1.0,1.0,32.0,1
2015.0,15.384615,0.0,0.0,32.0,1
2015.0,19.23077,1.0,1.0,33.0,1
2015.0,8.990385,0.0,1.0,33.0,1
2015.0,14.182693,1.0,1.0,28.0,1
2015.0,12.5,1.0,0.0,26.0,1
2015.0,8.333333,0.0,1.0,27.0,1
2015.0,36.057693,1.0,1.0,34.0,1
2015.0,16.483517,0.0,1.0,28.0,1
2015.0,7.6923075,1.0,0.0,28.0,1
2015.0,19.711538,0.0,0.0,28.0,1
2015.0,9.134615,1.0,1.0,30.0,1
2015.0,13.942307,1.0,0.0,31.0,1
2015.0,22.5,1.0,1.0,30.0,1
2015.0,21.634615,0.0,0.0,25.0,1
2015.0,11.965812,0.0,0.0,27.0,1
2015.0,12.5,0.0,1.0,32.0,1
2015.0,11.538462,0.0,1.0,33.0,1
2015.0,20.192308,1.0,0.0,32.0,1
2015.0,9.615385,1.0,0.0,32.0,1
2015.0,15.705129,0.0,1.0,26.0,1
2015.0,12.019231,0.0,0.0,28.0,1
2015.0,8.241758,0.0,1.0,33.0,1
2015.0,18.26923,0.0,0.0,25.0,1
2015.0,31.46853,0.0,0.0,33.0,1
2015.0,14.423077,0.0,1.0,31.0,1
2015.0,10.576923,0.0,1.0,33.0,1
2015.0,23.798077,1.0,0.0,31.0,1
2015.0,9.935898,1.0,0.0,26.0,1
2015.0,23.076923,1.0,1.0,31.0,1
2015.0,28.846153,1.0,1.0,25.0,1
2015.0,25.48077,1.0,1.0,26.0,1
2015.0,34.615383,1.0,0.0,34.0,1
2015.0,18.81271,1.0,1.0,25.0,1
2015.0,16.826923,1.0,1.0,25.0,1
2015.0,34.615383,1.0,1.0,27.0,1
2015.0,20.192308,1.0,0.0,29.0,1
2015.0,10.683761,0.0,0.0,34.0,1
2015.0,39.529915,1.0,1.0,33.0,1
2015.0,22.5,0.0,0.0,29.0,1
2015.0,12.087913,1.0,1.0,28.0,1
2015.0,9.615385,0.0,0.0,27.0,1
2015.0,23.076923,1.0,0.0,31.0,1
2015.0,16.02564,0.0,1.0,28.0,1
2015.0,35.576923,1.0,0.0,29.0,1
2015.0,21.386288,1.0,0.0,26.0,1
2015.0,21.367521,1.0,1.0,28.0,1
2015.0,20.08547,0.0,1.0,30.0,1
2015.0,15.453297,0.0,0.0,28.0,1
2015.0,19.23077,1.0,1.0,30.0,1
2015.0,21.634615,1.0,0.0,31.0,1
2015.0,42.78846,1.0,0.0,32.0,1
2015.0,26.442308,1.0,1.0,30.0,1
2015.0,34.615383,1.0,0.0,34.0,1
2015.0,26.442308,1.0,1.0,26.0,1
2015.0,24.0,1.0,0.0,30.0,1
2015.0,26.442308,1.0,1.0,26.0,1
2015.0,20.673077,1.0,1.0,33.0,1
2015.0,32.05128,1.0,0.0,32.0,1
2015.0,60.096153,1.0,1.0,31.0,1
2015.0,13.461538,0.0,1.0,32.0,1
2015.0,8.741259,0.0,0.0,26.0,1
2015.0,24.572649,1.0,1.0,31.0,1
2015.0,26.373627,1.0,1.0,27.0,1
2015.0,28.8,1.0,0.0,29.0,1
2015.0,23.076923,1.0,1.0,30.0,1
2015.0,28.846153,1.0,0.0,31.0,1
2015.0,43.75,1.0,1.0,28.0,1
2015.0,20.242914,0.0,0.0,27.0,1
2015.0,13.066667,0.0,0.0,34.0,1
2015.0,9.35551,0.0,0.0,28.0,1
2015.0,23.557692,0.0,0.0,29.0,1
2015.0,9.615385,0.0,1.0,30.0,1
2015.0,8.173077,0.0,1.0,33.0,1
2015.0,24.948025,0.0,0.0,25.0,1
2015.0,10.302197,0.0,0.0,25.0,1
2015.0,24.037981,1.0,1.0,25.0,1
2015.0,13.461538,0.0,0.0,34.0,1
2015.0,23.557692,1.0,0.0,29.0,1
2015.0,12.062937,1.0,0.0,26.0,1
2015.0,17.788462,0.0,1.0,30.0,1
2015.0,14.903846,0.0,0.0,26.0,1
2015.0,14.857142,1.0,1.0,30.0,1
2015.0,12.019231,1.0,1.0,32.0,1
2015.0,21.5,0.0,1.0,28.0,1
2015.0,12.019231,0.0,0.0,34.0,1
2015.0,12.019231,0.0,1.0,33.0,1
2015.0,16.826923,1.0,1.0,29.0,1
2015.0,21.367521,1.0,1.0,25.0,1
2015.0,22.527473,0.0,0.0,28.0,1
2015.0,8.653846,0.0,1.0,34.0,1
2015.0,8.653846,0.0,0.0,29.0,1
2015.0,44.231537,1.0,0.0,25.0,1
2015.0,7.1440477,0.0,0.0,26.0,1
2015.0,24.23077,0.0,0.0,33.0,1
2015.0,16.02564,0.0,1.0,29.0,1
2015.0,24.786325,1.0,0.0,32.0,1
2015.0,18.910257,0.0,0.0,33.0,1
2015.0,14.903846,0.0,1.0,29.0,1
2015.0,14.743589,0.0,0.0,30.0,1
2015.0,12.019231,0.0,1.0,29.0,1
2015.0,12.820513,0.0,0.0,33.0,1
2015.0,27.884615,0.0,0.0,34.0,1
2015.0,28.846153,1.0,0.0,31.0,1
2015.0,14.230769,1.0,1.0,32.0,1
2015.0,19.23077,1.0,0.0,30.0,1
2015.0,26.923077,1.0,0.0,32.0,1
2015.0,17.307692,1.0,1.0,31.0,1
2015.0,11.0,0.0,0.0,31.0,1
2015.0,14.182693,1.0,1.0,27.0,1
2015.0,33.653847,1.0,0.0,28.0,1
2015.0,24.038462,0.0,0.0,30.0,1
2015.0,11.75,0.0,0.0,31.0,1
2015.0,41.666668,1.0,1.0,25.0,1
2015.0,14.423077,1.0,0.0,30.0,1
2015.0,17.629274,0.0,1.0,31.0,1
2015.0,12.019231,0.0,1.0,25.0,1
2015.0,31.185032,1.0,0.0,33.0,1
2015.0,14.641608,1.0,1.0,25.0,1
2015.0,9.615385,0.0,0.0,26.0,1
2015.0,10.5,0.0,0.0,26.0,1
2015.0,7.2115383,0.0,0.0,34.0,1
2015.0,13.243243,0.0,0.0,33.0,1
2015.0,7.2115383,1.0,1.0,27.0,1
2015.0,17.307692,0.0,0.0,29.0,1
2015.0,26.442308,1.0,1.0,32.0,1
2015.0,33.653847,1.0,1.0,27.0,1
2015.0,8.741259,0.0,0.0,27.0,1
2015.0,24.038462,1.0,0.0,33.0,1
2015.0,41.826923,1.0,0.0,27.0,1
2015.0,14.430021,0.0,1.0,29.0,1
2015.0,20.014423,0.0,0.0,27.0,1
2015.0,5.0,0.0,0.0,31.0,1
2015.0,10.0,0.0,0.0,34.0,1
2015.0,15.009381,0.0,1.0,30.0,1
2015.0,13.020833,0.0,0.0,26.0,1
2015.0,15.865385,0.0,0.0,31.0,1
2015.0,26.923077,0.0,0.0,34.0,1
2015.0,20.192308,1.0,0.0,25.0,1
2015.0,14.685315,1.0,1.0,25.0,1
2015.0,20.833334,1.0,0.0,28.0,1
2015.0,16.826923,0.0,0.0,29.0,1
2015.0,10.989011,0.0,0.0,29.0,1
2015.0,9.725,0.0,1.0,34.0,1
2015.0,17.482517,0.0,0.0,32.0,1
2015.0,10.683761,0.0,0.0,32.0,1
2015.0,14.423077,0.0,0.0,31.0,1
2015.0,23.382868,0.0,0.0,34.0,1
2015.0,11.858974,0.0,0.0,25.0,1
2015.0,2.885577,0.0,1.0,25.0,1
2015.0,22.596153,1.0,0.0,32.0,1
2015.0,17.307692,1.0,1.0,28.0,1
2015.0,18.26923,1.0,1.0,29.0,1
2015.0,12.019231,0.0,1.0,28.0,1
2015.0,10.459662,1.0,1.0,33.0,1
2015.0,11.25,0.0,0.0,28.0,1
2015.0,18.26923,1.0,1.0,26.0,1
2015.0,4.3054943,0.0,0.0,27.0,1
2015.0,30.76923,1.0,1.0,32.0,1
2015.0,30.76923,1.0,0.0,33.0,1
2015.0,9.340659,0.0,1.0,29.0,1
2015.0,12.980769,0.0,1.0,25.0,1
2015.0,26.442308,0.0,0.0,32.0,1
2015.0,52.884617,1.0,1.0,31.0,1
2015.0,13.461538,0.0,1.0,32.0,1
2015.0,37.01923,1.0,1.0,33.0,1
2015.0,33.173077,1.0,0.0,34.0,1
2015.0,20.192308,1.0,0.0,29.0,1
2015.0,10.096154,1.0,1.0,29.0,1
2015.0,21.985096,1.0,0.0,30.0,1
2015.0,18.75,0.0,0.0,31.0,1
2015.0,18.75,1.0,1.0,30.0,1
2015.0,21.153847,0.0,0.0,29.0,1
2015.0,27.692308,1.0,0.0,29.0,1
2015.0,31.25,1.0,1.0,25.0,1
2015.0,50.48077,1.0,0.0,28.0,1
2015.0,50.3663,1.0,0.0,29.0,1
2015.0,13.736263,1.0,1.0,30.0,1
2015.0,17.307692,1.0,1.0,29.0,1
2015.0,21.634615,1.0,0.0,27.0,1
2015.0,60.096153,1.0,1.0,26.0,1
2015.0,53.146854,1.0,1.0,31.0,1
2015.0,13.186813,1.0,1.0,30.0,1
2015.0,32.692307,1.0,0.0,34.0,1
2015.0,20.192308,1.0,0.0,27.0,1
2015.0,12.980769,1.0,1.0,28.0,1
2015.0,20.192308,1.0,0.0,28.0,1
2015.0,19.23077,1.0,0.0,27.0,1
2015.0,16.826923,0.0,0.0,28.0,1
2015.0,21.634615,1.0,0.0,27.0,1
2015.0,33.163265,1.0,0.0,27.0,1
2015.0,38.46154,1.0,0.0,26.0,1
2015.0,26.442308,1.0,1.0,26.0,1
2015.0,38.46154,1.0,0.0,25.0,1
2015.0,18.5,1.0,1.0,32.0,1
2015.0,17.307692,1.0,0.0,32.0,1
2015.0,16.0,0.0,1.0,26.0,1
2015.0,13.461538,0.0,0.0,28.0,1
2015.0,14.903846,1.0,0.0,33.0,1
2015.0,21.288889,1.0,1.0,25.0,1
2015.0,12.019231,1.0,1.0,26.0,1
2015.0,21.875,1.0,1.0,30.0,1
2015.0,32.692307,1.0,0.0,32.0,1
2015.0,7.2115383,0.0,0.0,29.0,1
2015.0,10.096154,0.0,0.0,26.0,1
2015.0,21.568628,1.0,1.0,25.0,1
2015.0,14.903846,0.0,0.0,29.0,1
2015.0,18.076923,1.0,0.0,26.0,1
2015.0,16.826923,1.0,1.0,30.0,1
2015.0,31.25,1.0,1.0,31.0,1
2015.0,23.661058,1.0,0.0,32.0,1
2015.0,20.192308,1.0,0.0,33.0,1
2015.0,29.91453,1.0,0.0,27.0,1
2015.0,13.605769,0.0,1.0,29.0,1
2015.0,26.495726,1.0,1.0,29.0,1
2015.0,14.685315,1.0,1.0,34.0,1
2015.0,36.057693,1.0,0.0,33.0,1
2015.0,55.28846,0.0,0.0,28.0,1
2015.0,27.204502,0.0,1.0,32.0,1
2015.0,26.442308,1.0,0.0,25.0,1
2015.0,11.538462,1.0,1.0,25.0,1
2015.0,23.076923,0.0,0.0,32.0,1
2015.0,14.529915,1.0,1.0,31.0,1
2015.0,19.607843,1.0,0.0,25.0,1
2015.0,15.692307,0.0,1.0,27.0,1
2015.0,50.48077,0.0,0.0,33.0,1
2015.0,36.057693,1.0,1.0,32.0,1
2015.0,14.903846,1.0,0.0,30.0,1
2015.0,16.239317,0.0,0.0,33.0,1
2015.0,12.5,0.0,0.0,28.0,1
2015.0,12.019231,0.0,1.0,30.0,1
2015.0,37.179485,1.0,1.0,34.0,1
2015.0,25.0,0.0,0.0,30.0,1
2015.0,39.529915,1.0,1.0,28.0,1
2015.0,19.23077,1.0,1.0,31.0,1
2015.0,21.634615,0.0,0.0,34.0,1
2015.0,32.05128,1.0,1.0,25.0,1
2015.0,14.652015,0.0,1.0,32.0,1
2015.0,14.423077,0.0,1.0,34.0,1
2015.0,12.019231,0.0,1.0,29.0,1
2015.0,8.241758,0.0,0.0,27.0,1
2015.0,21.153847,1.0,0.0,34.0,1
2015.0,7.2115383,0.0,1.0,31.0,1
2015.0,10.384615,0.0,1.0,30.0,1
2015.0,15.881372,0.0,1.0,34.0,1
2015.0,23.916346,0.0,0.0,30.0,1
2015.0,12.019231,1.0,1.0,34.0,1
2015.0,24.038462,0.0,0.0,33.0,1
2015.0,36.057693,1.0,0.0,28.0,1
2015.0,19.871796,0.0,0.0,31.0,1
2015.0,27.884615,1.0,1.0,34.0,1
2015.0,37.643208,1.0,0.0,28.0,1
2015.0,27.403847,1.0,1.0,25.0,1
2015.0,32.05128,1.0,0.0,31.0,1
2015.0,17.482517,0.0,0.0,34.0,1
2015.0,24.086538,0.0,0.0,34.0,1
2015.0,24.038462,1.0,1.0,26.0,1
2015.0,27.403847,1.0,0.0,27.0,1
2015.0,19.23077,1.0,1.0,25.0,1
2015.0,15.576923,1.0,1.0,31.0,1
2015.0,20.192308,1.0,0.0,33.0,1
2015.0,17.307692,0.0,0.0,34.0,1
2015.0,16.826923,1.0,0.0,27.0,1
2015.0,32.692307,1.0,0.0,26.0,1
2015.0,16.346153,0.0,0.0,30.0,1
2015.0,13.461538,0.0,0.0,27.0,1
2015.0,17.094017,0.0,0.0,28.0,1
2015.0,28.846153,0.0,0.0,28.0,1
2015.0,21.153847,0.0,0.0,25.0,1
2015.0,13.461538,0.0,0.0,30.0,1
2015.0,26.442308,1.0,0.0,34.0,1
2015.0,12.019231,0.0,0.0,27.0,1
2015.0,19.23077,1.0,0.0,25.0,1
2015.0,21.367521,1.0,0.0,31.0,1
2015.0,12.019231,1.0,1.0,33.0,1
2015.0,27.5,1.0,0.0,34.0,1
2015.0,10.096154,1.0,0.0,31.0,1
2015.0,38.46154,1.0,1.0,30.0,1
2015.0,24.038462,1.0,1.0,31.0,1
2015.0,34.615383,1.0,1.0,34.0,1
2015.0,35.384617,1.0,0.0,34.0,1
2015.0,6.5195565,0.0,0.0,30.0,1
2015.0,21.367521,0.0,0.0,32.0,1
2015.0,12.019231,0.0,0.0,27.0,1
2015.0,20.673077,1.0,1.0,26.0,1
2015.0,19.23077,1.0,0.0,26.0,1
2015.0,27.218935,1.0,0.0,25.0,1
2015.0,19.23077,1.0,0.0,30.0,1
2015.0,18.0,1.0,1.0,27.0,1
2015.0,43.26923,1.0,0.0,27.0,1
2015.0,35.576923,1.0,0.0,27.0,1
2015.0,16.826923,1.0,0.0,26.0,1
2015.0,15.865385,0.0,1.0,31.0,1
2015.0,10.989011,0.0,1.0,31.0,1
2015.0,14.423077,1.0,1.0,25.0,1
2015.0,26.223776,0.0,0.0,26.0,1
2015.0,15.865385,1.0,1.0,25.0,1
2015.0,16.826923,0.0,0.0,28.0,1
2015.0,9.134615,0.0,1.0,29.0,1
2015.0,9.615385,0.0,0.0,28.0,1
2015.0,17.094017,1.0,1.0,31.0,1
2015.0,19.134615,1.0,1.0,30.0,1
2015.0,33.424908,1.0,1.0,30.0,1
2015.0,16.826923,0.0,0.0,34.0,1
2015.0,31.25,1.0,0.0,31.0,1
2015.0,23.504274,0.0,0.0,25.0,1
2015.0,18.75,1.0,1.0,27.0,1
2015.0,16.02564,1.0,1.0,29.0,1
2015.0,9.615385,0.0,0.0,28.0,1
2015.0,24.038462,1.0,0.0,30.0,1
2015.0,46.581196,1.0,0.0,34.0,1
2015.0,34.13558,1.0,0.0,29.0,1
2015.0,14.423077,1.0,1.0,26.0,1
2015.0,19.23077,1.0,0.0,29.0,1
2015.0,14.423077,0.0,1.0,26.0,1
2015.0,34.615383,1.0,1.0,26.0,1
2015.0,9.615385,0.0,0.0,28.0,1
2015.0,9.340659,0.0,1.0,25.0,1
2015.0,42.307693,1.0,0.0,28.0,1
2015.0,10.096154,0.0,0.0,27.0,1
2015.0,13.157895,1.0,1.0,32.0,1
2015.0,53.146854,1.0,1.0,30.0,1
2015.0,19.0,1.0,1.0,33.0,1
2015.0,11.133603,0.0,1.0,30.0,1
2015.0,27.403847,1.0,0.0,32.0,1
2015.0,24.51923,0.0,1.0,32.0,1
2015.0,38.46154,1.0,0.0,30.0,1
2015.0,24.038462,1.0,1.0,30.0,1
2015.0,29.401709,1.0,0.0,31.0,1
2015.0,28.846153,1.0,0.0,31.0,1
2015.0,25.0,1.0,0.0,34.0,1
2015.0,6.730769,0.0,0.0,29.0,1
2015.0,33.760685,0.0,0.0,28.0,1
2015.0,18.639053,1.0,1.0,30.0,1
2015.0,16.02564,1.0,1.0,28.0,1
2015.0,7.591093,0.0,0.0,30.0,1
2015.0,29.532967,0.0,0.0,30.0,1
2015.0,24.038462,1.0,0.0,32.0,1
2015.0,22.035257,0.0,0.0,34.0,1
2015.0,14.230769,0.0,0.0,30.0,1
2015.0,25.641026,1.0,1.0,29.0,1
2015.0,24.038462,1.0,0.0,33.0,1
2015.0,9.519231,0.0,0.0,34.0,1
2015.0,14.423077,1.0,0.0,27.0,1
2015.0,14.423077,1.0,1.0,31.0,1
2015.0,6.730769,0.0,1.0,31.0,1
2015.0,19.551283,0.0,0.0,32.0,1
2015.0,33.653847,1.0,0.0,32.0,1
2015.0,22.027971,0.0,0.0,30.0,1
2015.0,26.442308,1.0,1.0,26.0,1
2015.0,26.923077,1.0,0.0,32.0,1
2015.0,13.75,1.0,1.0,25.0,1
2015.0,10.729167,0.0,0.0,26.0,1
2015.0,16.5,1.0,0.0,32.0,1
2015.0,16.826923,0.0,1.0,27.0,1
2015.0,16.346153,0.0,0.0,25.0,1
2015.0,14.423077,0.0,0.0,29.0,1
2015.0,19.23077,0.0,1.0,29.0,1
2015.0,13.461538,0.0,0.0,30.0,1
2015.0,23.931623,0.0,0.0,27.0,1
2015.0,9.615385,0.0,1.0,32.0,1
2015.0,23.076923,1.0,1.0,27.0,1
2015.0,10.989011,1.0,1.0,34.0,1
2015.0,19.23077,1.0,1.0,33.0,1
2015.0,14.957265,0.0,0.0,25.0,1
2015.0,39.529915,1.0,1.0,30.0,1
2015.0,13.775,0.0,0.0,32.0,1
2015.0,23.504274,1.0,1.0,27.0,1
2015.0,20.673077,0.0,0.0,32.0,1
2015.0,38.46154,1.0,0.0,27.0,1
2015.0,16.923077,1.0,0.0,32.0,1
2015.0,29.326923,1.0,1.0,32.0,1
2015.0,45.192307,1.0,0.0,31.0,1
2015.0,12.980769,1.0,1.0,27.0,1
2015.0,25.48077,1.0,1.0,29.0,1
2015.0,11.094674,1.0,1.0,25.0,1
2015.0,31.153847,1.0,1.0,29.0,1
2015.0,36.057693,1.0,1.0,34.0,1
2015.0,17.572115,1.0,0.0,28.0,1
2015.0,9.615385,0.0,1.0,34.0,1
2015.0,21.634615,1.0,0.0,34.0,1
2015.0,21.901709,1.0,1.0,34.0,1
2015.0,24.038462,1.0,1.0,33.0,1
2015.0,10.576923,0.0,0.0,33.0,1
2015.0,10.769231,1.0,0.0,34.0,1
2015.0,9.340659,0.0,1.0,34.0,1
2015.0,33.56009,1.0,0.0,31.0,1
2015.0,25.510204,1.0,1.0,29.0,1
2015.0,19.117647,0.0,0.0,27.0,1
2015.0,22.115385,1.0,0.0,31.0,1
2015.0,23.557692,1.0,1.0,32.0,1
2015.0,12.692307,0.0,0.0,32.0,1
2015.0,7.0913463,1.0,1.0,27.0,1
2015.0,10.817307,1.0,0.0,27.0,1
2015.0,13.461538,0.0,0.0,29.0,1
2015.0,24.038462,1.0,1.0,34.0,1
2015.0,51.923077,1.0,0.0,33.0,1
2015.0,21.634615,1.0,0.0,30.0,1
2015.0,21.634615,1.0,0.0,33.0,1
2015.0,26.442308,0.0,0.0,31.0,1
2015.0,22.692308,1.0,0.0,31.0,1
2015.0,16.538462,1.0,1.0,33.0,1
2015.0,33.653847,1.0,0.0,33.0,1
2015.0,39.31624,0.0,0.0,32.0,1
2015.0,14.423077,0.0,0.0,28.0,1
2015.0,21.634615,1.0,0.0,31.0,1
2015.0,17.884615,0.0,0.0,26.0,1
2015.0,18.75,1.0,0.0,26.0,1
2015.0,16.826923,0.0,0.0,34.0,1
2015.0,39.615383,0.0,0.0,29.0,1
2015.0,12.019231,0.0,0.0,27.0,1
2015.0,13.942307,0.0,1.0,26.0,1
2015.0,16.32436,1.0,1.0,34.0,1
2015.0,33.653847,1.0,1.0,34.0,1
2015.0,23.557692,0.0,1.0,33.0,1
2015.0,26.0,0.0,1.0,27.0,1
2015.0,12.019231,0.0,0.0,31.0,1
2015.0,31.25,1.0,0.0,32.0,1
2015.0,10.576923,0.0,0.0,33.0,1
2015.0,16.826923,0.0,0.0,31.0,1
2015.0,17.790598,0.0,0.0,33.0,1
2015.0,13.096154,1.0,1.0,34.0,1
2015.0,7.6923075,0.0,1.0,32.0,1
2015.0,10.489511,0.0,0.0,27.0,1
2015.0,7.6923075,0.0,1.0,25.0,1
2015.0,9.615385,0.0,0.0,34.0,1
2015.0,10.683761,0.0,0.0,29.0,1
2015.0,8.74,0.0,0.0,26.0,1
2015.0,19.23077,1.0,1.0,32.0,1
2015.0,34.615383,1.0,0.0,34.0,1
2015.0,27.534966,0.0,0.0,33.0,1
2015.0,11.538462,1.0,0.0,26.0,1
2015.0,10.909091,0.0,0.0,29.0,1
2015.0,12.980769,1.0,0.0,32.0,1
2015.0,17.307692,1.0,1.0,33.0,1
2015.0,18.509615,1.0,1.0,29.0,1
2015.0,13.076923,1.0,1.0,31.0,1
2015.0,27.027027,0.0,0.0,32.0,1
2015.0,25.0,1.0,1.0,32.0,1
2015.0,3.8461537,0.0,1.0,30.0,1
2015.0,43.26923,1.0,1.0,29.0,1
2015.0,13.461538,0.0,0.0,32.0,1
2015.0,14.615385,1.0,1.0,30.0,1
2015.0,22.115385,1.0,0.0,27.0,1
2015.0,23.076923,1.0,0.0,28.0,1
2015.0,16.826923,1.0,1.0,31.0,1
2015.0,15.384615,0.0,1.0,28.0,1
2015.0,27.83502,1.0,0.0,33.0,1
2015.0,20.340237,1.0,1.0,32.0,1
2015.0,11.538462,0.0,0.0,33.0,1
2015.0,19.23077,1.0,1.0,27.0,1
2015.0,33.653847,1.0,1.0,27.0,1
2015.0,20.155325,1.0,0.0,28.0,1
2015.0,11.057693,0.0,1.0,34.0,1
2015.0,14.958119,0.0,0.0,34.0,1
2015.0,17.948717,1.0,1.0,32.0,1
2015.0,7.7653847,0.0,1.0,31.0,1
2015.0,14.423077,0.0,0.0,28.0,1
2015.0,33.653847,1.0,1.0,34.0,1
2015.0,25.641026,1.0,1.0,31.0,1
2015.0,17.163462,0.0,0.0,33.0,1
2015.0,44.871796,0.0,0.0,34.0,1
2015.0,15.384615,1.0,1.0,30.0,1
2015.0,11.538462,1.0,1.0,31.0,1
2015.0,14.519231,0.0,0.0,26.0,1
2015.0,14.375,1.0,1.0,29.0,1
2015.0,18.26923,0.0,0.0,31.0,1
2015.0,16.194332,1.0,1.0,34.0,1
2015.0,24.038462,1.0,0.0,26.0,1
2015.0,16.826923,0.0,0.0,26.0,1
2015.0,21.634615,1.0,0.0,28.0,1
2015.0,23.076923,0.0,1.0,28.0,1
2015.0,10.989011,0.0,1.0,28.0,1
2015.0,16.483517,1.0,1.0,26.0,1
2015.0,62.5,1.0,0.0,32.0,1
2015.0,18.461538,1.0,0.0,31.0,1
2015.0,39.423077,0.0,0.0,32.0,1
2015.0,33.653847,1.0,0.0,29.0,1
2015.0,7.5,0.0,0.0,25.0,1
2015.0,7.6923075,1.0,0.0,31.0,1
2015.0,20.913462,1.0,1.0,28.0,1
2015.0,13.888889,1.0,1.0,26.0,1
2015.0,14.423077,1.0,1.0,30.0,1
2015.0,10.5,0.0,0.0,29.0,1
2015.0,18.26923,0.0,0.0,28.0,1
2015.0,19.23077,0.0,0.0,32.0,1
2015.0,16.826923,0.0,0.0,27.0,1
2015.0,14.423077,0.0,0.0,28.0,1
2015.0,13.221154,1.0,0.0,25.0,1
2015.0,10.817307,0.0,1.0,32.0,1
2015.0,19.23077,1.0,0.0,27.0,1
2015.0,44.23077,0.0,1.0,31.0,1
2015.0,24.038462,1.0,0.0,25.0,1
2015.0,6.5384617,1.0,0.0,25.0,1
2015.0,19.23077,1.0,0.0,25.0,1
2015.0,28.846153,1.0,1.0,31.0,1
2015.0,15.432693,0.0,0.0,26.0,1
2015.0,11.871302,0.0,0.0,27.0,1
2015.0,24.038462,1.0,0.0,28.0,1
2015.0,19.607843,1.0,0.0,29.0,1
2015.0,14.423077,0.0,1.0,25.0,1
2015.0,28.846153,1.0,0.0,30.0,1
2015.0,19.23077,1.0,0.0,31.0,1
2015.0,16.826923,1.0,1.0,33.0,1
2015.0,9.615385,0.0,0.0,34.0,1
2015.0,9.615385,1.0,1.0,27.0,1
2015.0,20.384615,0.0,0.0,30.0,1
2015.0,9.615385,0.0,0.0,28.0,1
2015.0,28.846153,1.0,1.0,34.0,1
2015.0,19.23077,0.0,0.0,34.0,1
2015.0,15.384615,0.0,0.0,34.0,1
2015.0,34.134617,1.0,0.0,33.0,1
2015.0,35.133137,0.0,0.0,29.0,1
2015.0,14.0,0.0,0.0,32.0,1
2015.0,11.752137,1.0,0.0,26.0,1
2015.0,13.461538,1.0,1.0,33.0,1
2015.0,6.1538463,0.0,0.0,33.0,1
2015.0,14.423077,0.0,0.0,25.0,1
2015.0,20.0,1.0,1.0,34.0,1
2015.0,19.23077,1.0,1.0,30.0,1
2015.0,33.173077,1.0,1.0,29.0,1
2015.0,12.019231,0.0,0.0,30.0,1
2015.0,12.740385,1.0,1.0,27.0,1
2015.0,32.692307,1.0,1.0,29.0,1
2015.0,50.48077,0.0,0.0,33.0,1
2015.0,43.26923,1.0,0.0,34.0,1
2015.0,26.442308,1.0,1.0,32.0,1
2015.0,43.454144,1.0,0.0,31.0,1
2015.0,43.26923,1.0,0.0,29.0,1
2015.0,13.461538,0.0,0.0,27.0,1
2015.0,8.653846,0.0,1.0,32.0,1
2015.0,23.384354,1.0,0.0,31.0,1
2015.0,6.5195565,0.0,0.0,28.0,1
2015.0,14.957265,1.0,0.0,28.0,1
2015.0,20.384615,1.0,0.0,31.0,1
2015.0,13.846154,1.0,1.0,29.0,1
2015.0,22.222221,0.0,1.0,29.0,1
2015.0,17.307692,0.0,0.0,25.0,1
2015.0,25.961538,1.0,1.0,34.0,1
2015.0,19.23077,1.0,0.0,28.0,1
2015.0,24.038462,1.0,0.0,29.0,1
2015.0,21.367521,0.0,1.0,27.0,1
2015.0,24.038462,0.0,0.0,34.0,1
2015.0,48.076923,0.0,0.0,26.0,1
2015.0,17.987,1.0,1.0,31.0,1
2015.0,23.504274,0.0,0.0,27.0,1
2015.0,12.019231,1.0,1.0,28.0,1
2015.0,9.134615,0.0,1.0,27.0,1
2015.0,28.418804,1.0,0.0,27.0,1
2015.0,33.653847,1.0,1.0,27.0,1
2015.0,28.846153,0.0,0.0,31.0,1
2015.0,24.038462,0.0,0.0,26.0,1
2015.0,19.23077,0.0,1.0,26.0,1
2015.0,26.923077,1.0,0.0,28.0,1
2015.0,16.586538,0.0,0.0,29.0,1
2015.0,19.23077,1.0,0.0,28.0,1
2015.0,8.653846,1.0,1.0,25.0,1
2015.0,8.653846,1.0,1.0,32.0,1
2015.0,21.634615,1.0,1.0,33.0,1
2015.0,19.23077,0.0,0.0,27.0,1
2015.0,13.942307,0.0,0.0,26.0,1
2015.0,13.736263,1.0,1.0,32.0,1
2015.0,21.153847,0.0,0.0,25.0,1
2015.0,24.51923,1.0,0.0,31.0,1
2015.0,13.675214,0.0,0.0,33.0,1
2015.0,12.019231,0.0,0.0,33.0,1
2015.0,36.752136,1.0,0.0,33.0,1
2015.0,13.461538,1.0,0.0,30.0,1
2015.0,12.606837,1.0,0.0,28.0,1
2015.0,25.641026,1.0,0.0,33.0,1
2015.0,15.0,1.0,1.0,25.0,1
2015.0,18.26923,1.0,1.0,33.0,1
2015.0,14.5,0.0,1.0,33.0,1
